gene_id	symbol	SNPs
7179	TPTE	0
85318	BAGE3	0
574	BAGE	0
149992	ANKRD30BP2	0
23784	POTEH	0
81061	OR11H1	0
2679	GGT3P	0
728229	TMEM191B	0
728233	PI4KAP1	0
85376	RIMBP3	0
29797	POM121L8P	0
100302212	MIR1324	0
647476	FLJ20518	0
401074	LOC401074	0
727956	SDHAP2	0
693155	MIR570	0
3166	HMX1	0
650293	LOC650293	0
100287144	USP17L10	0
100287178	USP17L11	0
100287205	USP17L12	0
100287238	USP17L13	0
100288520	USP17L15	0
100287327	USP17L17	0
100287404	USP17L19	0
100287441	USP17L20	0
28983	TMPRSS11E	0
7367	UGT2B17	0
7366	UGT2B15	0
79799	UGT2A3	0
100288255	LOC100288255	0
26583	DUX2	0
653544	DUX4L6	0
441056	DUX4L4	0
653545	DUX4L5	0
728340	GTF2H2C	0
653188	GUSBP3	0
100272216	LOC100272216	0
8293	SERF1A	0
6607	SMN2	0
11039	SMA4	0
11042	SMA5	0
653238	GTF2H2B	0
441081	LOC441081	0
647859	LOC647859	0
84321	THOC3	0
81399	OR4F16	0
729515	TMEM242	0
653483	MLLT4-AS1	0
100288524	LOC100288524	0
442497	LOC442497	0
5154	PDGFA	0
441307	FLJ44511	0
5575	PRKAR1B	0
100130849	LOC100130849	0
260294	NSUN5P2	0
442578	STAG3L3	0
654816	NCF1B	0
84163	GTF2IRD2	0
442582	STAG3L2	0
5383	PMS2P5	0
389523	GATSL1	0
81554	WBSCR16	0
389524	GTF2IRD2B	0
654817	NCF1C	0
2970	GTF2IP1	0
729438	GATSL2	0
548644	POLR2J3	0
100310812	SPDYE2B	0
441294	CTAGE15	0
346528	OR2A1	0
441295	OR2A9P	0
401427	OR2A7	0
728377	ARHGEF34P	0
100128890	FAM66B	0
641517	DEFB109P1B	0
401447	USP17L1P	0
645402	USP17L4	0
100131980	ZNF705G	0
100289462	DEFB4B	0
414325	DEFB103A	0
10407	SPAG11B	0
503618	DEFB104B	0
245909	DEFB106A	0
245908	DEFB105A	0
245910	DEFB107A	0
441317	FAM90A7P	0
441328	FAM90A10P	0
503614	DEFB107B	0
653423	SPAG11A	0
1673	DEFB4A	0
100132396	ZNF705B	0
100132103	FAM66E	0
392188	USP17L8	0
645836	USP17L3	0
100302186	MIR548I3	0
728957	ZNF705D	0
100506990	LOC100506990	0
392196	LOC392196	0
392197	USP17L7	0
377630	USP17L2	0
729689	FAM90A2P	0
85002	FAM86B1	0
100133172	FAM66A	0
649352	LOC649352	0
245912	DEFB109P1	0
389633	FAM90A25P	0
653333	FAM86B2	0
155	ADRB3	0
100287596	DDX11L5	0
100287171	WASH1	0
654835	FAM138C	0
2298	FOXD4	0
642265	SPATA31A2	0
401507	FAM74A1	0
727830	SPATA31A3	0
728495	FAM74A3	0
26149	ZNF658	0
642629	SPATA31A4	0
389741	MGC21881	0
654466	KGFLP2	0
100133036	FAM95B1	0
441432	AQP7P3	0
642929	LOC642929	0
389730	SPATA31A6	0
728577	CNTNAP3B	0
100132948	FAM27C	0
548321	FAM27A	0
387628	KGFLP1	0
401508	FAM74A4	0
442421	PTGER4P2-CDK2AP2P2	0
375719	AQP7P1	0
100133121	FAM27B	0
642236	LOC642236	0
100132352	LOC100132352	0
595135	PGM5P2	0
440896	LOC440896	0
653404	FOXD4L6	0
644019	CBWD6	0
728747	ANKRD20A4	0
100133920	LOC100133920	0
653427	FOXD4L5	0
441454	LOC441454	0
100132403	FAM157B	0
