gene_id	symbol	SNPs
84163	GTF2IRD2	0
442582	STAG3L2	0
654817	NCF1C	0
2970	GTF2IP1	0
729438	GATSL2	0
9863	MAGI2	1887
5218	CDK14	1011
548644	POLR2J3	0
2918	GRM8	1139
441294	CTAGE15	0
26047	CNTNAP2	2681
1804	DPP6	1053
64478	CSMD1	5228
245910	DEFB107A	0
441317	FAM90A7P	0
441328	FAM90A10P	0
392188	USP17L8	0
645836	USP17L3	0
100302186	MIR548I3	0
137868	SGCZ	1831
5520	PPP2R2A	1037
3084	NRG1	1240
155	ADRB3	0
1978	EIF4EBP1	0
114788	CSMD3	1001
100287596	DDX11L5	0
100287171	WASH1	0
654835	FAM138C	0
169792	GLIS3	1005
5789	PTPRD	3796
158038	LINGO2	1699
642265	SPATA31A2	0
401507	FAM74A1	0
642629	SPATA31A4	0
389741	MGC21881	0
654466	KGFLP2	0
100133036	FAM95B1	0
441432	AQP7P3	0
642929	LOC642929	0
100132948	FAM27C	0
548321	FAM27A	0
387628	KGFLP1	0
401508	FAM74A4	0
375719	AQP7P1	0
100133121	FAM27B	0
642236	LOC642236	0
100132352	LOC100132352	0
728747	ANKRD20A4	0
100133920	LOC100133920	0
653427	FOXD4L5	0
80036	TRPM3	1074
23245	ASTN2	1281
100129722	LOC100129722	0
441476	C9orf173	0
25920	NELFB	0
54863	TOR4A	0
441478	NRARP	0
54932	EXD3	0
