gene_id	symbol	SNPs
6607	SMN2	0
11039	SMA4	0
11042	SMA5	0
653238	GTF2H2B	0
441081	LOC441081	0
100049076	GUSBP9	0
4671	NAIP	0
2966	GTF2H2	0
647859	LOC647859	0
84321	THOC3	0
81399	OR4F16	0
346007	EYS	1839
154215	NKAIN2	1163
5071	PARK2	1759
100288524	LOC100288524	0
442497	LOC442497	0
5154	PDGFA	0
441307	FLJ44511	0
221935	SDK1	1249
1607	DGKB	1031
654816	NCF1B	0
84163	GTF2IRD2	0
442582	STAG3L2	0
654817	NCF1C	0
2970	GTF2IP1	0
729438	GATSL2	0
9863	MAGI2	1904
5218	CDK14	1016
548644	POLR2J3	0
2918	GRM8	1144
441294	CTAGE15	0
26047	CNTNAP2	2699
1804	DPP6	1046
64478	CSMD1	5247
100128890	FAM66B	0
641517	DEFB109P1B	0
401447	USP17L1P	0
645402	USP17L4	0
100131980	ZNF705G	0
100289462	DEFB4B	0
414325	DEFB103A	0
10407	SPAG11B	0
503618	DEFB104B	0
245909	DEFB106A	0
245908	DEFB105A	0
245910	DEFB107A	0
441317	FAM90A7P	0
441328	FAM90A10P	0
503614	DEFB107B	0
653423	SPAG11A	0
1673	DEFB4A	0
100132396	ZNF705B	0
100132103	FAM66E	0
392188	USP17L8	0
645836	USP17L3	0
100302186	MIR548I3	0
653333	FAM86B2	0
137868	SGCZ	1836
5520	PPP2R2A	1050
3084	NRG1	1249
155	ADRB3	0
1978	EIF4EBP1	0
114788	CSMD3	1018
100287596	DDX11L5	0
100287171	WASH1	0
654835	FAM138C	0
169792	GLIS3	1008
5789	PTPRD	3804
158038	LINGO2	1705
642265	SPATA31A2	0
401507	FAM74A1	0
727830	SPATA31A3	0
728495	FAM74A3	0
26149	ZNF658	0
642629	SPATA31A4	0
389741	MGC21881	0
654466	KGFLP2	0
100133036	FAM95B1	0
441432	AQP7P3	0
642929	LOC642929	0
389730	SPATA31A6	0
728577	CNTNAP3B	0
100132948	FAM27C	0
548321	FAM27A	0
387628	KGFLP1	0
401508	FAM74A4	0
442421	PTGER4P2-CDK2AP2P2	0
375719	AQP7P1	0
100133121	FAM27B	0
642236	LOC642236	0
100132352	LOC100132352	0
595135	PGM5P2	0
440896	LOC440896	0
653404	FOXD4L6	0
644019	CBWD6	0
728747	ANKRD20A4	0
100133920	LOC100133920	0
653427	FOXD4L5	0
80036	TRPM3	1082
23245	ASTN2	1292
100129722	LOC100129722	0
441476	C9orf173	0
25920	NELFB	0
54863	TOR4A	0
441478	NRARP	0
