gene_id	symbol	SNPs
441294	CTAGE15	0
26047	CNTNAP2	2785
1804	DPP6	1116
64478	CSMD1	5487
401447	USP17L1P	0
10407	SPAG11B	0
503618	DEFB104B	0
245909	DEFB106A	0
245908	DEFB105A	0
245910	DEFB107A	0
441317	FAM90A7P	0
441328	FAM90A10P	0
503614	DEFB107B	0
653423	SPAG11A	0
1673	DEFB4A	0
100132396	ZNF705B	0
100132103	FAM66E	0
392188	USP17L8	0
645836	USP17L3	0
100302186	MIR548I3	0
137868	SGCZ	1911
5520	PPP2R2A	1096
3084	NRG1	1289
114788	CSMD3	1036
100287596	DDX11L5	0
100287171	WASH1	0
654835	FAM138C	0
169792	GLIS3	1053
5789	PTPRD	3923
158038	LINGO2	1760
642265	SPATA31A2	0
401507	FAM74A1	0
727830	SPATA31A3	0
728495	FAM74A3	0
26149	ZNF658	0
642629	SPATA31A4	0
389741	MGC21881	0
654466	KGFLP2	0
100133036	FAM95B1	0
441432	AQP7P3	0
642929	LOC642929	0
100132948	FAM27C	0
548321	FAM27A	0
387628	KGFLP1	0
401508	FAM74A4	0
442421	PTGER4P2-CDK2AP2P2	0
375719	AQP7P1	0
100133121	FAM27B	0
642236	LOC642236	0
100132352	LOC100132352	0
595135	PGM5P2	0
440896	LOC440896	0
653404	FOXD4L6	0
644019	CBWD6	0
728747	ANKRD20A4	0
100133920	LOC100133920	0
653427	FOXD4L5	0
80036	TRPM3	1129
23245	ASTN2	1348
